WELL,DEPT,SSTVD,Z,NEU,GGKP
20,2792.4252,2145.17754656544,-2145.17754656544,0.1814,2.33
20,2792.5776,2145.32979555743,-2145.32979555743,0.1789,2.31
20,2792.73,2145.48204454942,-2145.48204454942,0.1794,2.31
20,2792.8824,2145.63429252011,-2145.63429252011,0.18,2.31
20,2793.0348,2145.7865376112,-2145.7865376112,0.1875,2.31
20,2793.1872,2145.9387827023,-2145.9387827023,0.1959,2.3
20,2793.3396,2146.09102779339,-2146.09102779339,0.1979,2.3
20,2793.492,2146.24327288448,-2146.24327288448,0.1903,2.31
20,2793.6444,2146.39551797557,-2146.39551797557,0.1846,2.31
20,2793.7968,2146.54776306666,-2146.54776306666,0.1841,2.3
20,2793.9492,2146.70000815775,-2146.70000815775,0.1864,2.3
20,2794.1016,2146.85225324884,-2146.85225324884,0.1911,2.3
20,2794.254,2147.00449833994,-2147.00449833994,0.1944,2.32
20,2794.4064,2147.15674343103,-2147.15674343103,0.2036,2.33
20,2794.5588,2147.30898852212,-2147.30898852212,0.2125,2.33
20,2794.7112,2147.46123361321,-2147.46123361321,0.2101,2.34
20,2794.8636,2147.6134787043,-2147.6134787043,0.2008,2.39
20,2795.016,2147.76572379539,-2147.76572379539,0.194,2.45
20,2795.1684,2147.91796888648,-2147.91796888648,0.1887,2.49
20,2795.3208,2148.07021397758,-2148.07021397758,0.1692,2.51
20,2795.4732,2148.22245906867,-2148.22245906867,0.1525,2.52
20,2795.6256,2148.37470415976,-2148.37470415976,0.1517,2.51
20,2795.778,2148.52694925085,-2148.52694925085,0.1602,2.47
20,2795.9304,2148.67919434194,-2148.67919434194,0.1678,2.42
20,2796.0828,2148.83143943303,-2148.83143943303,0.178,2.36
20,2796.2352,2148.98368452412,-2148.98368452412,0.187,2.34
20,2796.3876,2149.13592961522,-2149.13592961522,0.1916,2.33
20,2796.54,2149.28817470631,-2149.28817470631,0.1909,2.33
20,2796.6924,2149.4404197974,-2149.4404197974,0.1896,2.32
20,2796.8448,2149.59266488849,-2149.59266488849,0.1884,2.31
20,2796.9972,2149.74490997958,-2149.74490997958,0.1893,2.32
20,2797.1496,2149.89715507067,-2149.89715507067,0.195,2.32
20,2797.302,2150.04940016176,-2150.04940016176,0.1994,2.32
20,2797.4544,2150.20164525285,-2150.20164525285,0.2029,2.32
20,2797.6068,2150.35389335142,-2150.35389335142,0.2029,2.32
20,2797.7592,2150.50614273408,-2150.50614273408,0.2011,2.33
20,2797.9116,2150.65839211674,-2150.65839211674,0.1983,2.33
20,2798.064,2150.8106414994,-2150.8106414994,0.1983,2.34
20,2798.2164,2150.96289088206,-2150.96289088206,0.1884,2.36
20,2798.3688,2151.11514026472,-2151.11514026472,0.171,2.38
20,2798.5212,2151.26738964738,-2151.26738964738,0.1527,2.43
20,2798.6736,2151.41963903004,-2151.41963903004,0.1416,2.47
20,2798.826,2151.5718884127,-2151.5718884127,0.1312,2.5
20,2798.9784,2151.72413779536,-2151.72413779536,0.121,2.53
20,2799.1308,2151.87638717802,-2151.87638717802,0.1076,2.56
20,2799.2832,2152.02863656068,-2152.02863656068,0.091,2.6
20,2799.4356,2152.18088594334,-2152.18088594334,0.0767,2.61
20,2799.588,2152.333135326,-2152.333135326,0.0695,2.61
20,2799.7404,2152.48538470866,-2152.48538470866,0.0793,2.59
20,2799.8928,2152.63763409132,-2152.63763409132,0.1002,2.54
20,2800.0452,2152.78988347397,-2152.78988347397,0.1349,2.45
20,2800.1976,2152.94213285663,-2152.94213285663,0.1736,2.37
20,2800.35,2153.09438223929,-2153.09438223929,0.1945,2.34
20,2800.5024,2153.24663162195,-2153.24663162195,0.2092,2.33
20,2800.6548,2153.39888100461,-2153.39888100461,0.2083,2.33
20,2800.8072,2153.55113038727,-2153.55113038727,0.2065,2.32
20,2800.9596,2153.70337976993,-2153.70337976993,0.2056,2.31
20,2801.112,2153.85562915259,-2153.85562915259,0.2045,2.32
20,2801.2644,2154.00787853525,-2154.00787853525,0.2034,2.34
20,2801.4168,2154.16012791791,-2154.16012791791,0.2093,2.39
20,2801.5692,2154.31237730057,-2154.31237730057,0.2251,2.45
20,2801.7216,2154.46462668323,-2154.46462668323,0.234,2.47
20,2801.874,2154.61687606589,-2154.61687606589,0.2299,2.46
20,2802.0264,2154.76912544855,-2154.76912544855,0.2162,2.46
20,2802.1788,2154.92137493511,-2154.92137493511,0.2099,2.48
20,2802.3312,2155.07363649782,-2155.07363649782,0.2139,2.48
20,2802.4836,2155.22589806054,-2155.22589806054,0.2231,2.46
20,2802.636,2155.37815962326,-2155.37815962326,0.2258,2.44
20,2802.7884,2155.53042118598,-2155.53042118598,0.2246,2.44
20,2802.9408,2155.6826827487,-2155.6826827487,0.2278,2.42
20,2803.0932,2155.83494431142,-2155.83494431142,0.2265,2.41
20,2803.2456,2155.98720587414,-2155.98720587414,0.2244,2.41
20,2803.398,2156.13946743685,-2156.13946743685,0.2209,2.42
20,2803.5504,2156.29172899957,-2156.29172899957,0.2239,2.42
20,2803.7028,2156.44399056229,-2156.44399056229,0.2289,2.4
20,2803.8552,2156.59625212501,-2156.59625212501,0.2295,2.39
20,2804.0076,2156.74851368773,-2156.74851368773,0.2264,2.37
20,2804.16,2156.90077525045,-2156.90077525045,0.2195,2.36
20,2804.3124,2157.05303681316,-2157.05303681316,0.2174,2.35
20,2804.4648,2157.20529837588,-2157.20529837588,0.2152,2.36
20,2804.6172,2157.3575599386,-2157.3575599386,0.198,2.38
20,2804.7696,2157.50982150132,-2157.50982150132,0.1657,2.42
20,2804.922,2157.66208306404,-2157.66208306404,0.1207,2.48
20,2805.0744,2157.81434462676,-2157.81434462676,0.0827,2.56
20,2805.2268,2157.96660618948,-2157.96660618948,0.0652,2.61
20,2805.3792,2158.11886775219,-2158.11886775219,0.0587,2.63
20,2805.5316,2158.27112931491,-2158.27112931491,0.0577,2.63
20,2805.684,2158.42339087763,-2158.42339087763,0.0549,2.63
20,2805.8364,2158.57565244035,-2158.57565244035,0.0539,2.64
20,2805.9888,2158.72791400307,-2158.72791400307,0.0556,2.64
20,2806.1412,2158.88017556579,-2158.88017556579,0.0623,2.64
20,2806.2936,2159.03243712851,-2159.03243712851,0.0738,2.61
20,2806.446,2159.18469869122,-2159.18469869122,0.0988,2.52
20,2806.5984,2159.33696025394,-2159.33696025394,0.1358,2.43
20,2806.7508,2159.48922181666,-2159.48922181666,0.1657,2.39
20,2806.9032,2159.6414870629,-2159.6414870629,0.1908,2.38
20,2807.0556,2159.79376027226,-2159.79376027226,0.2044,2.37
20,2807.208,2159.94603348163,-2159.94603348163,0.2092,2.36
20,2807.3604,2160.09830669099,-2160.09830669099,0.2021,2.34
20,2807.5128,2160.25057990036,-2160.25057990036,0.1934,2.33
20,2807.6652,2160.40285310972,-2160.40285310972,0.1924,2.34
20,2807.8176,2160.55512631908,-2160.55512631908,0.1981,2.39
20,2807.97,2160.70739952845,-2160.70739952845,0.2074,2.47
20,2808.1224,2160.85967273781,-2160.85967273781,0.2133,2.54
20,2808.2748,2161.01194594718,-2161.01194594718,0.2145,2.58
20,2808.4272,2161.16421915654,-2161.16421915654,0.2169,2.57
20,2808.5796,2161.31649236591,-2161.31649236591,0.2164,2.54
20,2808.732,2161.46876557527,-2161.46876557527,0.2066,2.52
20,2808.8844,2161.62103878463,-2161.62103878463,0.1981,2.52
20,2809.0368,2161.773311994,-2161.773311994,0.1994,2.53
20,2809.1892,2161.92558520336,-2161.92558520336,0.2071,2.54
22,2607.4116,2129.93525523753,-2129.93525523753,0.225,2.43
22,2607.564,2130.0876446384,-2130.0876446384,0.2104,2.42
22,2607.7164,2130.24003403928,-2130.24003403928,0.2323,2.39
22,2607.8688,2130.39242344016,-2130.39242344016,0.2128,2.39
22,2608.0212,2130.54481284104,-2130.54481284104,0.1976,2.38
22,2608.1736,2130.69720224191,-2130.69720224191,0.2028,2.35
22,2608.326,2130.84959164279,-2130.84959164279,0.2558,2.31
22,2608.4784,2131.00198104367,-2131.00198104367,0.2483,2.32
22,2608.6308,2131.15437044455,-2131.15437044455,0.2149,2.33
22,2608.7832,2131.30675984543,-2131.30675984543,0.212,2.33
22,2608.9356,2131.4591492463,-2131.4591492463,0.214,2.33
22,2609.088,2131.61153864718,-2131.61153864718,0.261,2.34
22,2609.2404,2131.76392804806,-2131.76392804806,0.2165,2.36
22,2609.3928,2131.91631744894,-2131.91631744894,0.1776,2.4
22,2609.5452,2132.06870684981,-2132.06870684981,0.1977,2.4
22,2609.6976,2132.22109618594,-2132.22109618594,0.2116,2.39
22,2609.85,2132.37348551378,-2132.37348551378,0.2099,2.42
22,2610.0024,2132.52587484161,-2132.52587484161,0.2197,2.41
22,2610.1548,2132.67826416945,-2132.67826416945,0.2357,2.4
22,2610.3072,2132.83065349728,-2132.83065349728,0.2225,2.42
22,2610.4596,2132.98304282512,-2132.98304282512,0.151,2.48
22,2610.612,2133.13543215296,-2133.13543215296,0.1117,2.54
22,2610.7644,2133.28782148079,-2133.28782148079,0.0905,2.59
22,2610.9168,2133.44021080863,-2133.44021080863,0.0744,2.58
22,2611.0692,2133.59260013646,-2133.59260013646,0.0567,2.57
22,2611.2216,2133.7449894643,-2133.7449894643,0.0338,2.59
22,2611.374,2133.89737879214,-2133.89737879214,0.0283,2.64
22,2611.5264,2134.04976811997,-2134.04976811997,0.0322,2.61
22,2611.6788,2134.20215744781,-2134.20215744781,0.0369,2.62
22,2611.8312,2134.35454677564,-2134.35454677564,0.0427,2.63
22,2611.9836,2134.50693610348,-2134.50693610348,0.0574,2.67
22,2612.136,2134.65932543131,-2134.65932543131,0.0524,2.67
22,2612.2884,2134.81171475915,-2134.81171475915,0.0485,2.66
22,2612.4408,2134.96410408699,-2134.96410408699,0.0557,2.64
22,2612.5932,2135.11649341482,-2135.11649341482,0.0843,2.54
22,2612.7456,2135.26888274266,-2135.26888274266,0.1421,2.42
22,2612.898,2135.42127207049,-2135.42127207049,0.187,2.32
22,2613.0504,2135.57366139833,-2135.57366139833,0.235,2.35
22,2613.2028,2135.72605072617,-2135.72605072617,0.249,2.39
22,2613.3552,2135.878440054,-2135.878440054,0.2177,2.4
22,2613.5076,2136.03082938184,-2136.03082938184,0.1914,2.37
22,2613.66,2136.18321870967,-2136.18321870967,0.2101,2.36
22,2613.8124,2136.33560803751,-2136.33560803751,0.2311,2.35
22,2613.9648,2136.48799736534,-2136.48799736534,0.24,2.37
22,2614.1172,2136.64038669318,-2136.64038669318,0.2267,2.36
22,2614.2696,2136.79277602102,-2136.79277602102,0.2141,2.36
22,2614.422,2136.94516534885,-2136.94516534885,0.2109,2.39
22,2614.5744,2137.09755467669,-2137.09755467669,0.1934,2.41
22,2614.7268,2137.24994400452,-2137.24994400452,0.1629,2.5
22,2614.8792,2137.40233333236,-2137.40233333236,0.1255,2.62
22,2615.0316,2137.5547226602,-2137.5547226602,0.0914,2.6
22,2615.184,2137.70711198803,-2137.70711198803,0.0623,2.62
22,2615.3364,2137.85950131587,-2137.85950131587,0.0521,2.62
22,2615.4888,2138.0118906437,-2138.0118906437,0.0536,2.59
22,2615.6412,2138.16427997154,-2138.16427997154,0.0542,2.6
22,2615.7936,2138.31666928855,-2138.31666928855,0.0658,2.57
22,2615.946,2138.46905859044,-2138.46905859044,0.109,2.51
22,2616.0984,2138.62144789233,-2138.62144789233,0.1443,2.41
22,2616.2508,2138.77383719422,-2138.77383719422,0.185,2.33
22,2616.4032,2138.92622649611,-2138.92622649611,0.2326,2.33
22,2616.5556,2139.078615798,-2139.078615798,0.2674,2.34
22,2616.708,2139.23100509989,-2139.23100509989,0.2394,2.35
22,2616.8604,2139.38339440178,-2139.38339440178,0.2281,2.36
22,2617.0128,2139.53578370367,-2139.53578370367,0.2127,2.35
22,2617.1652,2139.68817300556,-2139.68817300556,0.221,2.34
22,2617.3176,2139.84056230745,-2139.84056230745,0.2608,2.33
22,2617.47,2139.99295160934,-2139.99295160934,0.233,2.33
22,2617.6224,2140.14534091123,-2140.14534091123,0.2363,2.32
22,2617.7748,2140.29773021312,-2140.29773021312,0.2699,2.33
22,2617.9272,2140.45011951501,-2140.45011951501,0.2617,2.39
22,2618.0796,2140.6025088169,-2140.6025088169,0.2566,2.45
22,2618.232,2140.75489811879,-2140.75489811879,0.2432,2.45
22,2618.3844,2140.90728742068,-2140.90728742068,0.2178,2.44
22,2618.5368,2141.05967672257,-2141.05967672257,0.2012,2.38
22,2618.6892,2141.21206602446,-2141.21206602446,0.2084,2.32
22,2618.8416,2141.36445532635,-2141.36445532635,0.2036,2.29
22,2618.994,2141.51684462824,-2141.51684462824,0.2084,2.29
22,2619.1464,2141.66923393013,-2141.66923393013,0.2405,2.29
22,2619.2988,2141.82162323202,-2141.82162323202,0.21,2.3
22,2619.4512,2141.97401253391,-2141.97401253391,0.2587,2.29
22,2619.6036,2142.1264018358,-2142.1264018358,0.2473,2.28
22,2619.756,2142.27879113769,-2142.27879113769,0.2446,2.29
22,2619.9084,2142.43118043958,-2142.43118043958,0.3045,2.31
22,2620.0608,2142.58356974147,-2142.58356974147,0.2715,2.29
22,2620.2132,2142.73595904336,-2142.73595904336,0.2266,2.28
22,2620.3656,2142.88834834525,-2142.88834834525,0.2269,2.29
22,2620.518,2143.04073764714,-2143.04073764714,0.2332,2.25
22,2620.6704,2143.19312694903,-2143.19312694903,0.218,2.25
22,2620.8228,2143.34551625092,-2143.34551625092,0.2439,2.24
22,2620.9752,2143.49790555281,-2143.49790555281,0.2475,2.25
22,2621.1276,2143.6502948547,-2143.6502948547,0.2657,2.18
22,2621.28,2143.80268415659,-2143.80268415659,0.2835,2.14
22,2621.4324,2143.95507345848,-2143.95507345848,0.2714,2.2
22,2621.5848,2144.10746276037,-2144.10746276037,0.2128,2.26
22,2621.7372,2144.25985206226,-2144.25985206226,0.2175,2.27
22,2621.8896,2144.4122413661,-2144.4122413661,0.226,2.27
22,2622.042,2144.5646307099,-2144.5646307099,0.2675,2.29
22,2622.1944,2144.71702005369,-2144.71702005369,0.2606,2.3
22,2622.3468,2144.86940939749,-2144.86940939749,0.2504,2.28
22,2622.4992,2145.02179874129,-2145.02179874129,0.2063,2.27
22,2622.6516,2145.17418808508,-2145.17418808508,0.2154,2.26
22,2622.804,2145.32657742888,-2145.32657742888,0.2508,2.2
22,2622.9564,2145.47896677268,-2145.47896677268,0.2573,2.22
22,2623.1088,2145.63135611647,-2145.63135611647,0.2873,2.23
22,2623.2612,2145.78374546027,-2145.78374546027,0.2587,2.2
22,2623.4136,2145.93613480407,-2145.93613480407,0.2378,2.23
22,2623.566,2146.08852414787,-2146.08852414787,0.2416,2.43
22,2623.7184,2146.24091349166,-2146.24091349166,0.2362,2.47
22,2623.8708,2146.39330283546,-2146.39330283546,0.2366,2.48
22,2624.0232,2146.54569217925,-2146.54569217925,0.25,2.49
22,2624.1756,2146.69808152305,-2146.69808152305,0.2135,2.5
22,2624.328,2146.85047086685,-2146.85047086685,0.1873,2.47
23,2242.4136,2154.7136,-2154.7136,0.1921,2.45
23,2242.566,2154.866,-2154.866,0.2133,2.44
23,2242.7184,2155.0184,-2155.0184,0.2222,2.43
23,2242.8708,2155.1708,-2155.1708,0.2035,2.42
23,2243.0232,2155.3232,-2155.3232,0.2013,2.41
23,2243.1756,2155.4756,-2155.4756,0.204,2.41
23,2243.328,2155.628,-2155.628,0.2001,2.4
23,2243.4804,2155.7804,-2155.7804,0.1956,2.4
23,2243.6328,2155.9328,-2155.9328,0.1938,2.39
23,2243.7852,2156.0852,-2156.0852,0.1923,2.39
23,2243.9376,2156.2376,-2156.2376,0.1845,2.39
23,2244.09,2156.39,-2156.39,0.1821,2.38
23,2244.2424,2156.5424,-2156.5424,0.1783,2.38
23,2244.3948,2156.6948,-2156.6948,0.1758,2.38
23,2244.5472,2156.8472,-2156.8472,0.1772,2.38
23,2244.6996,2156.9996,-2156.9996,0.1829,2.39
23,2244.852,2157.152,-2157.152,0.196,2.4
23,2245.0044,2157.3044,-2157.3044,0.1907,2.4
23,2245.1568,2157.4568,-2157.4568,0.1854,2.4
23,2245.3092,2157.6092,-2157.6092,0.1765,2.41
23,2245.4616,2157.7616,-2157.7616,0.1678,2.41
23,2245.614,2157.914,-2157.914,0.1576,2.42
23,2245.7664,2158.0664,-2158.0664,0.1455,2.42
23,2245.9188,2158.2188,-2158.2188,0.1331,2.5
23,2246.0712,2158.3712,-2158.3712,0.1332,2.53
23,2246.2236,2158.5236,-2158.5236,0.1354,2.58
23,2246.376,2158.676,-2158.676,0.1395,2.61
23,2246.5284,2158.8284,-2158.8284,0.1401,2.61
23,2246.6808,2158.9808,-2158.9808,0.1444,2.6
23,2246.8332,2159.1332,-2159.1332,0.1466,2.56
23,2246.9856,2159.2856,-2159.2856,0.1528,2.48
23,2247.138,2159.438,-2159.438,0.1615,2.43
23,2247.2904,2159.5904,-2159.5904,0.178,2.41
23,2247.4428,2159.7428,-2159.7428,0.1827,2.4
23,2247.5952,2159.8952,-2159.8952,0.1832,2.4
23,2247.7476,2160.0476,-2160.0476,0.1894,2.39
23,2247.9,2160.2,-2160.2,0.1956,2.39
23,2248.0524,2160.3524,-2160.3524,0.1977,2.38
23,2248.2048,2160.5048,-2160.5048,0.1958,2.38
23,2248.3572,2160.6572,-2160.6572,0.1913,2.37
23,2248.5096,2160.8096,-2160.8096,0.1831,2.37
23,2248.662,2160.962,-2160.962,0.1864,2.37
23,2248.8144,2161.1144,-2161.1144,0.1909,2.37
23,2248.9668,2161.2668,-2161.2668,0.1945,2.37
23,2249.1192,2161.4192,-2161.4192,0.1868,2.36
23,2249.2716,2161.5716,-2161.5716,0.1777,2.36
23,2249.424,2161.724,-2161.724,0.1802,2.36
23,2249.5764,2161.8764,-2161.8764,0.1764,2.36
23,2249.7288,2162.0288,-2162.0288,0.1764,2.36
23,2249.8812,2162.1812,-2162.1812,0.1825,2.37
23,2250.0336,2162.3336,-2162.3336,0.1797,2.37
23,2250.186,2162.486,-2162.486,0.1738,2.37
23,2250.3384,2162.6384,-2162.6384,0.1785,2.37
23,2250.4908,2162.7908,-2162.7908,0.1868,2.37
23,2250.6432,2162.9432,-2162.9432,0.1927,2.37
23,2250.7956,2163.0956,-2163.0956,0.1943,2.37
23,2250.948,2163.248,-2163.248,0.1913,2.36
23,2251.1004,2163.4004,-2163.4004,0.19,2.36
23,2251.2528,2163.5528,-2163.5528,0.1936,2.36
23,2251.4052,2163.7052,-2163.7052,0.1927,2.36
23,2251.5576,2163.8576,-2163.8576,0.1944,2.37
23,2251.71,2164.01,-2164.01,0.1836,2.37
23,2251.8624,2164.1624,-2164.1624,0.1836,2.38
23,2252.0148,2164.3148,-2164.3148,0.1802,2.38
23,2252.1672,2164.4672,-2164.4672,0.1861,2.39
23,2252.3196,2164.6196,-2164.6196,0.1967,2.39
23,2252.472,2164.772,-2164.772,0.2021,2.39
23,2252.6244,2164.9244,-2164.9244,0.2076,2.38
23,2252.7768,2165.0768,-2165.0768,0.215,2.39
23,2252.9292,2165.2292,-2165.2292,0.2265,2.41
23,2253.0816,2165.3816,-2165.3816,0.241,2.45
23,2253.234,2165.534,-2165.534,0.2577,2.49
23,2253.3864,2165.6864,-2165.6864,0.2679,2.53
23,2253.5388,2165.8388,-2165.8388,0.2602,2.56
23,2253.6912,2165.9912,-2165.9912,0.252,2.57
23,2253.8436,2166.1436,-2166.1436,0.2323,2.58
23,2253.996,2166.296,-2166.296,0.2117,2.59
23,2254.1484,2166.4484,-2166.4484,0.1975,2.58
23,2254.3008,2166.6008,-2166.6008,0.1994,2.58
23,2254.4532,2166.7532,-2166.7532,0.2066,2.58
23,2254.6056,2166.9056,-2166.9056,0.2092,2.58
23,2254.758,2167.058,-2167.058,0.217,2.58
23,2254.9104,2167.2104,-2167.2104,0.2179,2.58
23,2255.0628,2167.3628,-2167.3628,0.2134,2.58
23,2255.2152,2167.5152,-2167.5152,0.2045,2.59
23,2255.3676,2167.6676,-2167.6676,0.1979,2.59
23,2255.52,2167.82,-2167.82,0.1915,2.58
23,2255.6724,2167.9724,-2167.9724,0.1945,2.58
23,2255.8248,2168.1248,-2168.1248,0.1931,2.57
23,2255.9772,2168.2772,-2168.2772,0.2007,2.56
23,2256.1296,2168.4296,-2168.4296,0.1982,2.55
23,2256.282,2168.582,-2168.582,0.2041,2.54
23,2256.4344,2168.7344,-2168.7344,0.2078,2.54
23,2256.5868,2168.8868,-2168.8868,0.2172,2.54
23,2256.7392,2169.0392,-2169.0392,0.2225,2.53
23,2256.8916,2169.1916,-2169.1916,0.2189,2.51
23,2257.044,2169.344,-2169.344,0.2191,2.5
23,2257.1964,2169.4964,-2169.4964,0.2168,2.49
23,2257.3488,2169.6488,-2169.6488,0.2121,2.48
23,2257.5012,2169.8012,-2169.8012,0.2126,2.45
23,2257.6536,2169.9536,-2169.9536,0.2151,2.45
23,2257.806,2170.106,-2170.106,0.221,2.46
23,2257.9584,2170.2584,-2170.2584,0.2292,2.48
23,2258.1108,2170.4108,-2170.4108,0.2232,2.51
23,2258.2632,2170.5632,-2170.5632,0.2299,2.54
23,2258.4156,2170.7156,-2170.7156,0.2405,2.56
23,2258.568,2170.868,-2170.868,0.2406,2.57
23,2258.7204,2171.0204,-2171.0204,0.2327,2.58
23,2258.8728,2171.1728,-2171.1728,0.2256,2.58
23,2259.0252,2171.3252,-2171.3252,0.2188,2.57
23,2259.1776,2171.4776,-2171.4776,0.2087,2.56
23,2259.33,2171.63,-2171.63,0.2044,2.55
23,2259.4824,2171.7824,-2171.7824,0.2101,2.53
23,2259.6348,2171.9348,-2171.9348,0.2017,2.53
23,2259.7872,2172.0872,-2172.0872,0.1973,2.55
23,2259.9396,2172.2396,-2172.2396,0.202,2.56
23,2260.092,2172.392,-2172.392,0.199,2.57
23,2260.2444,2172.5444,-2172.5444,0.2003,2.57
23,2260.3968,2172.6968,-2172.6968,0.1956,2.57
23,2260.5492,2172.8492,-2172.8492,0.198,2.56
23,2260.7016,2173.0016,-2173.0016,0.1986,2.56
23,2260.854,2173.154,-2173.154,0.2048,2.56
23,2261.0064,2173.3064,-2173.3064,0.2007,2.55
23,2261.1588,2173.4588,-2173.4588,0.2076,2.53
23,2261.3112,2173.6112,-2173.6112,0.2021,2.52
23,2261.4636,2173.7636,-2173.7636,0.1974,2.5
23,2261.616,2173.916,-2173.916,0.1925,2.49
23,2261.7684,2174.0684,-2174.0684,0.1973,2.48
23,2261.9208,2174.2208,-2174.2208,0.1953,2.47
23,2262.0732,2174.3732,-2174.3732,0.2015,2.46
23,2262.2256,2174.5256,-2174.5256,0.2055,2.45
23,2262.378,2174.678,-2174.678,0.2054,2.45
23,2262.5304,2174.8304,-2174.8304,0.2034,2.44
23,2262.6828,2174.9828,-2174.9828,0.1974,2.43
23,2262.8352,2175.1352,-2175.1352,0.1884,2.43
23,2262.9876,2175.2876,-2175.2876,0.1865,2.42
23,2263.14,2175.44,-2175.44,0.2022,2.42
23,2263.2924,2175.5924,-2175.5924,0.2176,2.48
23,2263.4448,2175.7448,-2175.7448,0.2338,2.51
23,2263.5972,2175.8972,-2175.8972,0.2509,2.52
23,2263.7496,2176.0496,-2176.0496,0.2611,2.53
23,2263.902,2176.202,-2176.202,0.2576,2.55
23,2264.0544,2176.3544,-2176.3544,0.2533,2.56
23,2264.2068,2176.5068,-2176.5068,0.2514,2.57
23,2264.3592,2176.6592,-2176.6592,0.2344,2.58
23,2264.5116,2176.8116,-2176.8116,0.2138,2.58
23,2264.664,2176.964,-2176.964,0.2176,2.58
23,2264.8164,2177.1164,-2177.1164,0.2141,2.58
23,2264.9688,2177.2688,-2177.2688,0.2095,2.58
23,2265.1212,2177.4212,-2177.4212,0.2176,2.58
23,2265.2736,2177.5736,-2177.5736,0.2114,2.59
23,2265.426,2177.726,-2177.726,0.2181,2.59
23,2265.5784,2177.8784,-2177.8784,0.2065,2.59
23,2265.7308,2178.0308,-2178.0308,0.212,2.58
24,3022.5492,2132.00183659032,-2132.00183659032,0.234,2.52
24,3022.7016,2132.09780982834,-2132.09780982834,0.2299,2.54
24,3022.854,2132.19373986347,-2132.19373986347,0.2239,2.43
24,3023.0064,2132.28956346238,-2132.28956346238,0.2176,2.35
24,3023.1588,2132.38538706129,-2132.38538706129,0.212,2.31
24,3023.3112,2132.4812106602,-2132.4812106602,0.2081,2.36
24,3023.4636,2132.57703425911,-2132.57703425911,0.2058,2.38
24,3023.616,2132.67285785802,-2132.67285785802,0.205,2.38
24,3023.7684,2132.76868145694,-2132.76868145694,0.2061,2.46
24,3023.9208,2132.86450505585,-2132.86450505585,0.2082,2.51
24,3024.0732,2132.96032865476,-2132.96032865476,0.21,2.52
24,3024.2256,2133.05615225367,-2133.05615225367,0.2113,2.5
24,3024.378,2133.15197585258,-2133.15197585258,0.2103,2.53
24,3024.5304,2133.24779945149,-2133.24779945149,0.2062,2.52
24,3024.6828,2133.3436230504,-2133.3436230504,0.2001,2.53
24,3024.8352,2133.43944664932,-2133.43944664932,0.1951,2.55
24,3024.9876,2133.53527024823,-2133.53527024823,0.1948,2.54
24,3025.14,2133.63109384714,-2133.63109384714,0.2002,2.54
24,3025.2924,2133.72691744605,-2133.72691744605,0.2085,2.61
24,3025.4448,2133.82274104496,-2133.82274104496,0.2129,2.56
24,3025.5972,2133.91856464387,-2133.91856464387,0.2059,2.43
24,3025.7496,2134.01438824278,-2134.01438824278,0.1832,2.35
24,3025.902,2134.1102118417,-2134.1102118417,0.146,2.48
24,3026.0544,2134.20603544061,-2134.20603544061,0.1112,2.6
24,3026.2068,2134.30185903952,-2134.30185903952,0.1015,2.63
24,3026.3592,2134.39768263843,-2134.39768263843,0.1073,2.6
24,3026.5116,2134.49350623734,-2134.49350623734,0.1213,2.59
24,3026.664,2134.58932983625,-2134.58932983625,0.1392,2.54
24,3026.8164,2134.68515343516,-2134.68515343516,0.1581,2.49
24,3026.9688,2134.78097703408,-2134.78097703408,0.1742,2.39
24,3027.1212,2134.87680063299,-2134.87680063299,0.1857,2.29
24,3027.2736,2134.9726242319,-2134.9726242319,0.1931,2.26
24,3027.426,2135.06844783081,-2135.06844783081,0.1982,2.28
24,3027.5784,2135.16427142972,-2135.16427142972,0.2005,2.29
24,3027.7308,2135.26009502863,-2135.26009502863,0.2014,2.31
24,3027.8832,2135.35591862754,-2135.35591862754,0.2026,2.28
24,3028.0356,2135.45174222645,-2135.45174222645,0.2026,2.25
24,3028.188,2135.54756582537,-2135.54756582537,0.1988,2.26
24,3028.3404,2135.64338942428,-2135.64338942428,0.1943,2.32
24,3028.4928,2135.73921302319,-2135.73921302319,0.1944,2.33
24,3028.6452,2135.8350366221,-2135.8350366221,0.1997,2.35
24,3028.7976,2135.93086022101,-2135.93086022101,0.2069,2.42
24,3028.95,2136.02666646561,-2136.02666646561,0.2114,2.42
24,3029.1024,2136.12227848074,-2136.12227848074,0.2112,2.4
24,3029.2548,2136.21789049587,-2136.21789049587,0.2076,2.38
24,3029.4072,2136.313502511,-2136.313502511,0.2035,2.38
24,3029.5596,2136.40911452613,-2136.40911452613,0.199,2.34
24,3029.712,2136.50472654126,-2136.50472654126,0.1951,2.32
24,3029.8644,2136.60033855639,-2136.60033855639,0.1937,2.33
24,3030.0168,2136.69595057153,-2136.69595057153,0.1949,2.37
24,3030.1692,2136.79156258666,-2136.79156258666,0.198,2.35
24,3030.3216,2136.88717460179,-2136.88717460179,0.2004,2.33
24,3030.474,2136.98278661692,-2136.98278661692,0.2006,2.33
24,3030.6264,2137.07839863205,-2137.07839863205,0.2005,2.33
24,3030.7788,2137.17401064718,-2137.17401064718,0.2025,2.33
24,3030.9312,2137.26962266231,-2137.26962266231,0.2054,2.33
24,3031.0836,2137.36523467744,-2137.36523467744,0.2058,2.31
24,3031.236,2137.46084669257,-2137.46084669257,0.2039,2.34
